well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y,a_rows_within_250ft,b_rows_within_250ft,min_rows_within_250ft,a_max_run_within_250ft,b_max_run_within_250ft,min_max_run_within_250ft,a_rows_within_500ft,b_rows_within_500ft,min_rows_within_500ft,a_max_run_within_500ft,b_max_run_within_500ft,min_max_run_within_500ft,a_rows_within_1000ft,b_rows_within_1000ft,min_rows_within_1000ft,a_max_run_within_1000ft,b_max_run_within_1000ft,min_max_run_within_1000ft
d24ff243,e737965a,135.092472402848,135.33936197604706,178.90831666363502,178.50266758966427,179.69732362337595,11146.0,11429.0,497,840,2899867.95,1025539.0,2899961.51,1025636.45,6754.3916253427005,7303.043825652138,1475,7115,1739,7693,2899718.79,1025651.9,2904279.25,1020669.53,2900286.09,1025301.18,2895458.72,1030781.23,1189,1204,1189,1189,1204,1189,1466,1492,1466,1466,1492,1466,1983,2008,1983,1983,2008,1983
29de15c8,cbe51de1,137.1414897104011,137.1828899679972,177.91557812689786,176.1991251761323,165.4446534606246,11783.0,11201.0,696,0,3012457.63,1115675.4,3012322.92,1115649.69,4710.831428038878,5050.267890973553,1733,5163,1399,5361,3012493.66,1115394.36,3012246.63,1120098.71,3012322.92,1115649.69,3012771.01,1110619.34,937,747,747,937,747,747,1206,1042,1042,1206,1042,1042,1709,1561,1561,1709,1561,1561
94467f50,efe96181,137.5747418680339,137.59611368046532,179.7372550555665,178.3011782577956,27.312372660582884,10424.0,10097.0,520,0,2939303.49,1064828.6,2939206.29,1064731.24,4427.211910446528,4882.666518010416,2081,5115,1452,5463,2939340.52,1064793.68,2936354.06,1068061.9,2939206.29,1064731.24,2942516.48,1061141.94,891,722,722,891,722,722,1210,1077,1077,1210,1077,1077,1720,1604,1604,1720,1604,1604
1131525f,8a9c8932,137.8491189670692,137.97529525230786,178.9427722562914,177.76287634658863,179.79748551910347,11001.0,11498.0,285,781,2901574.18,1026246.54,2901668.68,1026346.9,5248.376662711882,6085.16467256228,1389,5547,1681,6343,2901513.56,1026300.68,2905062.8,1022434.37,2902061.81,1025981.51,2898030.1,1030539.42,1052,1066,1052,1052,1066,1052,1358,1342,1342,1358,1342,1342,1884,1847,1847,1884,1847,1847
6a0ff78e,bb2cdd83,138.61952279523527,138.6279199872122,178.96463144025367,179.54659256888712,179.7903037964421,10822.0,11241.0,177,874,2906445.42,1037143.64,2906345.77,1037047.28,7586.35826613149,5061.157626966524,1425,7889,1840,5664,2906424.06,1037169.13,2911497.95,1031529.23,2906533.83,1036828.64,2903217.38,1040651.79,774,1128,774,774,1128,774,1071,1404,1071,1071,1404,1071,1594,1916,1594,1594,1916,1594
b32e4903,be83e781,138.74392995725134,138.93273840241082,177.96376066854054,177.73480840678326,179.52007777660666,11217.0,11302.0,620,490,2904051.4,1026820.18,2904143.9,1026923.59,6929.499926617908,4450.330394139369,1650,7419,1555,4775,2904181.88,1026696.68,2899603.31,1031898.09,2904004.6,1027076.66,2907061.93,1023842.75,1051,898,898,1051,898,898,1337,1187,1187,1337,1187,1187,1857,1701,1701,1857,1701,1701
044af7d1,e730c32b,139.3075310240269,139.42233465267438,179.86860170462384,179.7468769515247,179.92960719799535,11936.0,11703.0,496,589,3009982.52,1110800.53,3009843.23,1110798.32,5736.620945722303,5907.089995699971,1548,6066,1741,6468,3010003.63,1111006.19,3009755.45,1105274.94,3009827.83,1110667.1,3010069.85,1116569.23,868,1075,868,868,1075,868,1147,1366,1147,1147,1366,1147,1658,1885,1658,1658,1885,1658
3d96d897,c9578d27,139.96925126609392,139.99677174853466,179.09217970245604,179.28013234834293,179.95534404891083,11483.0,11446.0,767,731,2906137.9,1031665.0,2906243.63,1031756.72,6770.781905821704,5814.182087843481,1488,7146,1715,6201,2905871.73,1031971.26,2910383.72,1026922.95,2906480.72,1031486.06,2902675.37,1035881.97,1325,1333,1325,1325,1333,1325,1610,1614,1610,1610,1614,1610,2123,2134,2123,2123,2134,2123
6a0ff78e,b585b4fa,141.3381282598039,141.44744076882452,178.89218622441663,179.4648133441148,150.01812629755378,11314.0,10460.0,669,0,2906708.33,1036916.16,2906803.56,1037020.6,7586.35826613149,5461.583921070974,1425,7889,1705,5998,2906424.06,1037169.13,2911497.95,1031529.23,2906803.56,1037020.6,2903229.94,1041150.75,877,1065,877,877,1065,877,1149,1355,1149,1149,1355,1149,1657,1876,1657,1657,1876,1657
06df5958,264feceb,141.46419370298509,141.64534937651814,179.3227899236083,178.15026722367412,179.82811960711396,11558.0,11190.0,786,593,2903927.73,1026744.11,2903822.82,1026649.21,4707.550069123003,6883.283920586129,1530,5038,1743,7407,2903605.04,1027075.94,2906775.06,1023595.71,2903911.6,1026541.57,2899336.93,1031684.72,1131,1255,1131,1131,1255,1131,1407,1555,1407,1407,1555,1407,1917,2092,1917,1917,2092,1917
633774dc,a612d5a0,144.7549767713128,144.90834379017028,179.87821569390726,179.6165363794842,179.71750541593556,11494.0,10952.0,1110,650,2971413.97,1095631.31,2971317.9,1095523.03,7469.051549333432,6633.5302764137,1739,7971,1831,7159,2971901.19,1095235.43,2966928.48,1100808.48,2971171.16,1095634.05,2975577.07,1090675.05,1482,1437,1437,1482,1437,1437,1759,1753,1753,1759,1753,1753,2270,2283,2270,2270,2283,2270
764072a5,8a89da23,146.06363442017283,146.0842294702656,178.60739337323994,178.49426387720095,170.06029996700175,10508.0,11954.0,16,1402,2911067.62,1040134.55,2910958.0,1040038.02,4169.450928359806,5195.748694432784,1645,4593,1640,5574,2911067.73,1040134.45,2908332.71,1043281.51,2910246.93,1040782.71,2913749.47,1036945.0,1625,1605,1605,1625,1605,1605,1920,1879,1879,1920,1879,1879,2433,2394,2394,2433,2394,2394
54a7e3c2,a4f989c2,147.19883049785184,147.29937304663315,178.86783650921802,179.66130681272531,179.99329421561924,10807.0,11652.0,327,1158,2972402.81,1095699.93,2972311.95,1095584.12,7505.197889949235,6667.706296381311,1738,7892,1639,7023,2972461.75,1095660.61,2967524.27,1101312.98,2971708.26,1096142.24,2976193.14,1091208.26,1418,1426,1418,1418,1426,1418,1699,1694,1694,1699,1694,1694,2214,2202,2202,2214,2202,2202
54a7e3c2,d011f41b,147.19883049785184,147.29937304663315,178.00932659744163,179.8946669583459,179.99329421561924,10807.0,11652.0,327,1158,2972402.81,1095699.93,2972311.95,1095584.12,7505.197889949235,3556.1900493226217,1738,7892,1639,3905,2972461.75,1095660.61,2967524.27,1101312.98,2971708.26,1096142.24,2974139.41,1093546.86,1418,1426,1418,1418,1426,1418,1699,1694,1694,1699,1694,1694,2214,2202,2202,2214,2202,2202
24d8997e,2d2d0c6b,147.63933486704622,147.65785925560672,171.23794380297,171.00871902337337,13.57908932496361,10638.0,10309.0,273,1,2918727.32,1046215.46,2918852.76,1046293.32,4631.9386729101225,6385.410949476959,1746,5187,1922,6966,2918727.79,1046207.99,2915749.09,1049755.13,2918852.77,1046293.32,2923656.06,1042085.96,710,687,687,710,687,687,1011,1013,1011,1011,1013,1011,1526,1529,1526,1526,1529,1526
85380836,fbd68d27,148.03206814744604,148.1235281784731,178.9877086715233,178.641861821779,179.86023062184162,12600.0,11123.0,2065,533,2907521.71,1038882.51,2907635.77,1038976.87,7733.241335856539,8148.962381812816,1557,8174,1723,8551,2908570.58,1037635.38,2903524.23,1043495.19,2907556.01,1039139.72,2912981.9,1033059.81,2399,2337,2337,2399,2337,2337,2699,2654,2654,2699,2654,2654,3215,3177,3177,3215,3177,3177
8a89da23,e14d641e,148.1426248588804,148.1850630123919,178.29380545421188,178.34213852822342,179.9039871559182,10909.0,11846.0,357,1409,2910304.45,1040720.84,2910196.28,1040619.62,5195.748694432784,4488.409229615861,1640,5574,1794,4977,2910246.93,1040782.71,2913749.47,1036945.0,2910803.18,1039920.84,2907877.52,1043324.71,1547,1697,1547,1547,1697,1547,1853,1979,1853,1853,1979,1853,2370,2489,2370,2370,2489,2370
8d5d46d7,d6c320d9,148.63579010455885,148.71064824006075,178.66724676250004,177.3852873382305,178.1441761865093,10759.0,11861.0,50,1080,2907615.08,1032470.89,2907725.58,1032570.3,6858.800647255863,6603.282836233758,1527,7281,1494,6945,2907615.17,1032470.66,2903087.45,1037622.64,2907215.88,1033113.57,2911689.11,1028256.25,1171,1281,1171,1171,1281,1171,1588,1556,1556,1588,1556,1556,2130,2071,2071,2130,2071,2071
1b1c5372,5bd25f59,150.55832424693415,150.59279730463638,152.08992049609418,151.64376518978224,177.77309199779927,10739.0,10097.0,352,234,2999019.14,1127642.56,2998878.23,1127589.53,5498.681105574169,5507.915325892467,1531,5791,1910,6119,2998972.7,1127767.79,3000801.42,1122582.11,2998878.2,1127584.36,2994828.06,1131317.12,609,783,609,609,783,609,905,1121,905,905,1121,905,1415,1640,1415,1415,1640,1415
4fbe9c06,8f201368,151.12266342272306,151.59787069740383,178.05192928003797,178.11043259542802,179.88455529812296,11134.0,11802.0,695,1415,2907591.91,1037977.96,2907707.06,1038075.83,7370.62957327922,7633.366417177954,1651,7937,1802,8150,2907446.64,1038066.46,2912415.48,1032622.49,2908282.12,1037378.5,2903330.79,1043188.2,1823,1729,1729,1823,1729,1729,2103,2033,2033,2103,2033,2033,2619,2555,2555,2619,2555,2555
56b00794,999daf80,151.13272378927712,151.23388542242867,172.91032506374194,174.77284200030584,178.79375097354526,10721.0,11399.0,33,1056,2917599.67,1045651.77,2917477.08,1045563.38,7043.967214098775,4920.132865899107,1228,7292,1875,5438,2917598.87,1045653.1,2922689.25,1040784.27,2917692.62,1045034.95,2914583.97,1048848.61,630,586,586,630,586,586,1086,1521,1086,1086,1521,1086,1663,2032,1663,1663,2032,1663
d00e7eb9,d90aa14c,152.07876511855267,152.10534145801228,179.8589142301504,179.27270576982562,179.7750060447968,10992.0,11052.0,869,1053,2890294.03,1034165.43,2890166.65,1034082.35,6779.39417436399,11565.168662432068,1617,7320,2123,12140,2890134.96,1034489.59,2894567.81,1029360.26,2890466.31,1033682.92,2882925.75,1042451.79,1525,1553,1525,1525,1553,1525,1831,1859,1831,1831,1859,1831,2343,2378,2343,2343,2378,2343
1a518997,7c607683,152.39657345251726,152.5520058865037,177.94026177699357,178.03365239878792,179.4616164192399,11941.0,10770.0,1563,429,2908431.67,1038610.5,2908541.97,1038715.66,5991.130536868663,6430.130361555815,1938,6543,1673,7000,2907746.15,1039359.82,2911796.42,1034945.19,2908573.41,1038688.21,2904399.46,1043579.5,1805,1772,1772,1805,1772,1772,2080,2076,2076,2080,2076,2076,2591,2599,2591,2591,2599,2591
7d50373e,91abc4c7,152.5743061593394,152.83041712935815,178.40041661460728,178.1154140759748,167.32021353283417,11686.0,10483.0,933,0,2900643.97,1025641.35,2900536.62,1025532.93,6211.713457155149,7274.669451102148,1372,6493,1939,7786,2900198.34,1026121.53,2904406.87,1021552.76,2900536.62,1025532.93,2895759.2,1031019.01,1132,1356,1132,1132,1356,1132,1414,1642,1414,1414,1642,1414,1927,2154,1927,1927,2154,1927
1a68190b,a6b8ac67,153.24988874377297,153.29170003610085,166.01003442858374,165.97934459679075,173.90413009950424,12378.0,12685.0,274,570,2948036.71,1015033.73,2948172.11,1015105.51,5914.736013331329,6519.159824954408,2028,6501,1564,7016,2948036.47,1015031.88,2949518.9,1009305.93,2948241.26,1014995.97,2945130.09,1020724.85,791,810,791,791,810,791,1122,1098,1098,1122,1098,1098,1648,1609,1609,1648,1609,1609
3690a146,df8290be,153.44889083978504,153.4546063171758,178.36364573552848,178.63609910985792,80.02621841107012,10326.0,11832.0,0,1399,2909752.96,1040260.13,2909636.1,1040160.68,5182.706604786658,5224.692773790354,1688,5760,1703,5674,2909752.96,1040260.13,2913248.84,1036434.0,2910259.05,1039434.25,2906846.43,1043390.44,1677,1597,1597,1677,1597,1597,1985,1876,1876,1985,1876,1876,2509,2389,2389,2509,2389,2389
cdc60a53,eeed308d,154.32541624752125,154.48767588377234,177.91247284852878,178.03000056265105,178.56811996858596,10519.0,11288.0,4,708,2907832.91,1034740.83,2907732.45,1034623.68,7122.335454975451,5022.090489527242,1753,7630,1604,5502,2907832.98,1034740.78,2903214.42,1040162.64,2907564.62,1034802.29,2910958.35,1031100.4,910,906,906,910,906,906,1196,1179,1179,1196,1179,1179,1710,1690,1690,1710,1690,1690
62a6f539,aee6393a,154.6662358111682,154.71197626548388,173.02648842545912,173.1510634801283,167.1968084637853,10453.0,11333.0,1,603,2918488.0,1045923.03,2918378.29,1045814.01,4774.469241727227,6920.686982113914,1560,5252,1281,7145,2918488.01,1045923.03,2915403.3,1049567.22,2918100.14,1046080.67,2923179.74,1041380.29,995,808,808,995,808,808,1305,1092,1092,1305,1092,1092,1827,1606,1606,1827,1606,1606
445af6c2,521a7819,154.99133169332367,155.2339708313803,179.5255940070556,179.40630378965875,67.32638897739842,10297.0,11360.0,0,985,2907267.82,1037843.06,2907387.47,1037941.58,7437.787933102292,6597.515965308433,1957,7997,2024,7223,2907267.82,1037843.06,2912184.29,1032261.93,2907622.96,1037643.45,2903303.06,1042630.0,1114,1188,1114,1114,1188,1114,1407,1471,1407,1407,1471,1407,1922,1987,1922,1922,1987,1922
20402d71,e149204f,155.52946730441332,155.54025202510772,178.3433681077738,178.7332574412135,116.71209259734091,10359.0,11185.0,0,702,2885490.98,1021152.32,2885607.92,1021254.86,7457.251919909747,7247.1878823239,1558,7929,1452,7548,2885490.98,1021152.32,2880464.49,1026660.95,2885352.3,1021575.58,2890080.39,1016083.14,1036,900,900,1036,900,900,1327,1181,1181,1327,1181,1181,1847,1691,1691,1847,1691,1691
ce8399b7,ff8bb73a,156.10988213446822,156.32445554037923,178.5242961676778,179.02157134630855,178.48370289643597,10337.0,16151.0,305,5709,2936977.14,1063150.17,2936860.61,1063046.29,2934.95179057505,7144.055626274249,1933,3547,1743,7669,2936969.6,1063164.07,2938946.19,1060994.5,2940254.1,1059122.61,2935580.42,1064525.78,3516,3103,3103,3516,3103,3103,3548,3850,3548,3548,3850,3548,3548,4902,3548,3548,4902,3548
511e1db0,ff8bb73a,156.13893076357266,156.37900530452012,178.18632593511305,178.282468480491,178.48370289643597,10337.0,16151.0,196,5709,2936977.17,1063150.18,2936860.61,1063046.29,5132.686744629778,7144.055626274249,1824,5644,1743,7669,2936969.97,1063161.18,2940448.98,1059387.46,2940254.1,1059122.61,2935580.42,1064525.78,4171,3878,3878,4171,3878,3878,5645,6198,5645,5645,6198,5645,5645,6713,5645,5645,6713,5645
3ef98781,cbe51de1,156.6621003943183,156.6829591880736,176.2331242879869,176.079668772682,159.62847279622306,11275.0,11755.0,0,554,3012168.31,1115377.46,3012324.92,1115381.5,5055.338546299344,5050.267890973553,1451,5342,1399,5361,3012168.31,1115377.46,3012051.55,1120431.45,3012322.92,1115649.69,3012771.01,1110619.34,741,761,741,741,761,741,1026,1036,1026,1026,1036,1026,1539,1547,1539,1539,1547,1539
633774dc,9b5b61c1,158.36243557099493,158.5101463628004,179.90778342226528,179.56111642936526,179.03051666785305,10798.0,11525.0,414,1264,2971853.21,1095277.06,2971952.5,1095400.43,7469.051549333432,6618.190595268474,1739,7971,1683,7214,2971901.19,1095235.43,2966928.48,1100808.48,2971476.4,1095891.26,2975890.57,1090960.18,1336,1521,1336,1336,1521,1336,1696,1808,1696,1696,1808,1696,2233,2336,2233,2233,2336,2233
995ff498,e6c55748,160.56764306663578,160.61139436532213,178.28431272917268,178.38047962671575,177.06000412128802,10597.0,11301.0,24,695,2906800.61,1034337.54,2906680.25,1034231.26,5782.489620544004,5487.810282735605,1601,6126,1487,5958,2906802.09,1034335.89,2903034.23,1038722.28,2906522.52,1034406.19,2910221.4,1030352.26,749,896,749,749,896,749,1041,1177,1041,1041,1177,1041,1562,1695,1562,1562,1695,1562
0a57a29c,3bbe1f5d,161.30715607162756,161.41655212520948,179.1373675782723,179.10070697079698,173.82228819838727,11243.0,10683.0,531,205,2903712.97,1030991.57,2903833.28,1031099.02,6902.938720407331,7635.539032510933,1373,7193,1266,8183,2903864.38,1030782.87,2899359.54,1036013.26,2903835.14,1031100.01,2908904.61,1025390.2,730,958,730,730,958,730,1009,1260,1009,1009,1260,1009,1528,1776,1528,1528,1776,1528
09441b8d,1a518997,164.57083885050506,164.91041204248165,178.00405832318447,177.96467576750288,178.09726519105263,12024.0,10669.0,1637,291,2907625.75,1039245.14,2907747.86,1039355.47,6799.295443771958,5991.130536868663,1907,7394,1938,6543,2908308.08,1038444.9,2903888.74,1043612.09,2907746.15,1039359.82,2911796.42,1034945.19,1827,1740,1740,1827,1740,1740,2110,2055,2055,2110,2055,2055,2632,2582,2582,2632,2582,2582
56b00794,865033f8,165.5360027308274,165.87853990207458,174.65956156293785,174.28161720026154,157.97881962919075,11323.0,10363.0,635,0,2917866.01,1045363.41,2917984.7,1045478.8,7043.967214098775,4781.052152664815,1228,7292,1746,5302,2917598.87,1045653.1,2922689.25,1040784.27,2917984.7,1045478.8,2914852.21,1049090.72,827,1076,827,827,1076,827,1115,1372,1115,1115,1372,1115,1634,1889,1634,1634,1889,1634
4f69febf,da3bfe4e,165.92975290764224,165.93899843008396,179.57538411437744,179.62294399437954,112.13984469414864,10025.0,10462.0,197,0,2888825.07,1024908.2,2888923.34,1024774.5,6866.527260413126,6803.336420977637,2139,7598,1558,7106,2888828.01,1024912.59,2883996.43,1029791.63,2888923.34,1024774.5,2893746.15,1019975.97,576,266,266,576,266,266,993,627,627,993,627,627,1555,1129,1129,1555,1129,1129
198a5607,a4f989c2,167.26843695073092,167.28150316152767,179.23148419353674,179.67165590908854,179.63879469870983,10944.0,11493.0,653,999,2972082.64,1095550.2,2972186.32,1095681.46,7484.06269820082,6667.706296381311,1843,8093,1639,7023,2972177.06,1095445.9,2967217.81,1101050.99,2971708.26,1096142.24,2976193.14,1091208.26,1570,1301,1301,1570,1301,1301,1890,1612,1612,1890,1612,1612,2412,2143,2143,2412,2143,2143
198a5607,d011f41b,167.26843695073092,167.28150316152767,178.37297428176018,179.8843178619862,179.63879469870983,10944.0,11493.0,653,999,2972082.64,1095550.2,2972186.32,1095681.46,7484.06269820082,3556.1900493226217,1843,8093,1639,3905,2972177.06,1095445.9,2967217.81,1101050.99,2971708.26,1096142.24,2974139.41,1093546.86,1570,1301,1301,1570,1301,1301,1890,1612,1612,1890,1612,1612,2412,2143,2143,2412,2143,2143
26623a50,fdfd57da,169.31578189891195,169.31578189891195,168.87502547434934,168.582950823578,99.46969364354445,10868.0,17769.0,0,7363,3001787.98,1109641.92,3001957.1,1109650.06,6956.805695180804,6678.069077824671,1744,7478,2128,7363,3001787.98,1109641.92,3000364.0,1116451.43,3001877.11,1116327.65,3001957.1,1109650.06,1062,565,565,1062,565,565,2206,1703,1703,2206,1703,1703,4915,4400,4400,4915,4400,4400
729f4217,85380836,169.9425352878153,170.0473783978846,178.63400489715784,178.5225721221168,179.9363688312594,11715.0,11209.0,1020,674,2908279.61,1037702.79,2908405.08,1037817.41,7313.918653416888,7733.241335856539,1397,7591,1557,8174,2907786.14,1038267.28,2912689.62,1032840.56,2908570.58,1037635.38,2903524.23,1043495.19,1442,1591,1442,1442,1591,1442,1732,1888,1732,1732,1888,1732,2253,2406,2253,2253,2406,2253
9ae248be,9f0c7bae,170.33039805026618,170.4490756796803,153.05761913910737,152.96335635275923,143.0070685851423,12463.0,12764.0,0,191,2949817.63,1014924.58,2949987.76,1014932.84,6490.433001718874,3874.160648772863,1384,6654,1498,4039,2949817.63,1014924.58,2946783.3,1020662.05,2949990.2,1015029.5,2950053.1,1011155.85,221,421,221,221,421,221,607,727,607,607,727,607,1144,1247,1144,1144,1247,1144
0be01c24,4ed93db6,170.5223862133397,170.69785353040308,174.97329041377708,174.50928225324816,167.4371025848698,10993.0,11297.0,199,587,3007171.91,1116759.59,3007342.32,1116765.78,5904.570095044939,5914.786134172615,1647,6384,1839,6495,3007171.27,1116757.71,3006483.95,1110893.28,3007332.06,1116661.89,3007503.19,1122574.2,691,829,691,691,829,691,1012,1130,1012,1012,1130,1012,1534,1649,1534,1534,1649,1534
e45a2a62,f9fc81aa,170.73409647773994,170.80671181171806,178.74332151382728,178.86681264543424,179.85917788392206,11586.0,11194.0,942,506,2905618.55,1031480.84,2905746.06,1031594.38,6301.7364069595415,6777.184737042304,1690,6696,1515,7112,2905952.7,1031035.87,2901847.72,1035817.19,2905604.12,1031745.12,2910130.52,1026701.12,1324,1219,1219,1324,1219,1219,1619,1543,1543,1619,1543,1543,2135,2067,2067,2135,2067,2067
13f598d9,276b012a,173.7506374089513,173.756853102472,172.9004911968736,173.32082774679532,154.2815766419194,11993.0,12079.0,0,4,3008608.53,1074027.45,3008735.75,1073909.11,8525.964615414518,5989.192640089203,1628,8933,1454,6290,3008608.53,1074027.45,3004289.01,1081378.22,3008735.87,1073909.23,3012385.11,1069160.18,344,297,297,344,297,297,717,618,618,717,618,618,1226,1120,1120,1226,1120,1120
75cd5f11,7c607683,174.56621007523765,174.7245446410152,178.01930739406566,177.9039542116329,146.54894064930065,10568.0,11949.0,0,1608,2908027.9,1039593.46,2907893.26,1039482.35,6013.1508423787245,6430.130361555815,1464,6409,1673,7000,2908027.9,1039593.46,2912086.94,1035157.0,2908573.41,1038688.21,2904399.46,1043579.5,1580,1786,1580,1580,1786,1580,1886,2074,1886,1886,2074,1886,2411,2587,2411,2411,2587,2411
65a5466a,ae8959c3,174.70753675807265,174.84925450236432,151.51766551704955,151.38897781523434,10.839729813971369,10868.0,9835.0,466,2,2998346.6,1127625.1,2998178.63,1127577.05,5796.944434924329,5993.323190751526,1434,6116,2127,6644,2998301.23,1127805.88,3000204.77,1122330.38,2998178.62,1127577.07,2993749.14,1131614.35,591,640,591,591,640,591,948,1121,948,948,1121,948,1467,1671,1467,1467,1671,1467
